Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  141714/141714      std::vector<Route*, std::allocator<Route*> >::_S_do_relocate(Route**, Route**, Route**, std::allocator<Route*>&, std::integral_constant<bool, true>) [270]
[272]    0.0    0.00    0.00  141714         Route** std::__relocate_a<Route**, Route**, std::allocator<Route*> >(Route**, Route**, Route**, std::allocator<Route*>&) [272]
                0.00    0.00  425142/1756876     Route** std::__niter_base<Route**>(Route**) [184]
                0.00    0.00  141714/141714      std::enable_if<std::__is_bitwise_relocatable<Route*, void>::value, Route**>::type std::__relocate_a_1<Route*, Route*>(Route**, Route**, Route**, std::allocator<Route*>&) [273]
-----------------------------------------------
                0.00    0.00  141714/141714      Route** std::__relocate_a<Route**, Route**, std::allocator<Route*> >(Route**, Route**, Route**, std::allocator<Route*>&) [272]
[273]    0.0    0.00    0.00  141714         std::enable_if<std::__is_bitwise_relocatable<Route*, void>::value, Route**>::type std::__relocate_a_1<Route*, Route*>(Route**, Route**, Route**, std::allocator<Route*>&) [273]
-----------------------------------------------
                0.00    0.00   12000/132000      boost::tokenizer<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::tokenizer<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, boost::char_separator<char, std::char_traits<char> > const&) [343]
                0.00    0.00   12000/132000      boost::tokenizer<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::begin() const [348]
                0.00    0.00   48000/132000      boost::tokenizer<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::end() const [301]
                0.00    0.00   60000/132000      boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::token_iterator(boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >) [291]
[274]    0.0    0.00    0.00  132000         boost::char_separator<char, std::char_traits<char> >::char_separator(boost::char_separator<char, std::char_traits<char> > const&) [274]
-----------------------------------------------
                0.00    0.00  120000/120000      bool boost::char_separator<char, std::char_traits<char> >::operator()<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [293]
[275]    0.0    0.00    0.00  120000         boost::char_separator<char, std::char_traits<char> >::is_kept(char) const [275]
-----------------------------------------------
                0.00    0.00   41113/111970      CreatePaths() [2]
                0.00    0.00   70857/111970      void std::vector<Route*, std::allocator<Route*> >::_M_realloc_insert<Route* const&>(__gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > >, Route* const&) [75]
[276]    0.0    0.00    0.00  111970         std::vector<Route*, std::allocator<Route*> >::begin() [276]
                0.00    0.00  111970/886336      __gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > >::__normal_iterator(Route** const&) [214]
-----------------------------------------------
                0.00    0.00  108000/108000      bool boost::char_separator<char, std::char_traits<char> >::operator()<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [293]
[277]    0.0    0.00    0.00  108000         __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator++() [277]
-----------------------------------------------
                0.00    0.00   89549/89549       std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::_M_valptr() [280]
[278]    0.0    0.00    0.00   89549         __gnu_cxx::__aligned_membuf<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::_M_ptr() [278]
                0.00    0.00   89549/89549       __gnu_cxx::__aligned_membuf<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::_M_addr() [279]
-----------------------------------------------
                0.00    0.00   89549/89549       __gnu_cxx::__aligned_membuf<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::_M_ptr() [278]
[279]    0.0    0.00    0.00   89549         __gnu_cxx::__aligned_membuf<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::_M_addr() [279]
-----------------------------------------------
                0.00    0.00    1966/89549       void std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_M_construct_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >(std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >&&) [114]
                0.00    0.00   87583/89549       std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::operator->() const [281]
[280]    0.0    0.00    0.00   89549         std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::_M_valptr() [280]
                0.00    0.00   89549/89549       __gnu_cxx::__aligned_membuf<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::_M_ptr() [278]
-----------------------------------------------
                0.00    0.00   41113/87583       AllEnv::GetExtendRoutes(Route*) [17]
                0.00    0.00   46470/87583       AllEnv::AddToExtendable(Route*, Route*) [72]
[281]    0.0    0.00    0.00   87583         std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::operator->() const [281]
                0.00    0.00   87583/89549       std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::_M_valptr() [280]
-----------------------------------------------
                0.00    0.00   84000/84000       bool boost::char_separator<char, std::char_traits<char> >::operator()<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [293]
[282]    0.0    0.00    0.00   84000         void boost::tokenizer_detail::assign_or_plus_equal<std::random_access_iterator_tag>::plus_equal<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, char const&) [282]
-----------------------------------------------
                0.00    0.00   72000/72000       boost::iterators::detail::iterator_facade_base<boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::iterators::forward_traversal_tag, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, long, false, false>::operator++() [312]
[283]    0.0    0.00    0.00   72000         boost::iterators::detail::iterator_facade_base<boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::iterators::forward_traversal_tag, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, long, false, false>::derived() [283]
-----------------------------------------------
                0.00    0.00   72000/72000       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::assign<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, void>(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >) [318]
